model,r2_mean,r2_std,mae_mean,mae_std
LightGBM,0.7984225896006925,0.05077988723747334,1.2589235072828129,0.16701289813076767
RF,0.8027188152688668,0.04826085723074071,1.2373972494594967,0.16021217358691323
Ridge,0.739903663485383,0.04867174314350879,1.5208627263585033,0.16607489751456264
